30B;29;77601;77800;27688;27704;26038;28585;29182;29182
30B;29;77801;78000;27792;27806;26146;28682;29280;29280
30B;29;78001;78200;27896;27908;26254;28778;29378;29378
30B;29;78201;78400;28000;28010;26362;28875;29476;29476
30B;29;78401;78600;28104;28112;26470;28971;29574;29574
30B;29;78601;78800;28208;28214;26578;29068;29672;29672
30B;29;78801;79000;28312;28316;26686;29165;29770;29770
30B;29;79001;79200;28416;28418;26794;29261;29868;29868
30B;29;79201;79400;28520;28520;26902;29358;29966;29966
30B;29;79401;79600;28624;28623;27011;29454;30064;30064
30B;29;79601;79800;28728;28725;27119;29551;30162;30162
30B;29;79801;80000;28832;28831;27231;29648;30260;30260
30 %;29;80001;81800;36;36;34;37;38;38
30 %;29;81801;82200;36;36;35;37;38;38
30 %;29;82201;82400;37;36;35;37;38;38
30 %;29;82401;83200;37;37;35;37;38;38
30 %;29;83201;85000;37;37;35;38;38;38
30 %;29;85001;86200;37;37;35;38;39;39
30 %;29;86201;88000;37;37;36;38;39;39
30 %;29;88001;88400;38;37;36;38;39;39
30 %;29;88401;91000;38;38;36;38;39;39
30 %;29;91001;91600;38;38;37;38;39;39
30 %;29;91601;94000;38;38;37;39;39;39
30 %;29;94001;94400;38;38;37;39;40;40
